"Código";"Tipo";"Propósito";"Grupo";"Produto";"Marca";"Unidade";"Código Barra";"Código NCM";"Código de registro na ANVISA";"Lista de Preço";"Comissão Padrão";"Controla Estoque";"Minimo";"Máximo";"Compra";"Fornecedor";"Custo";"Venda";"Estoque";"Validade";"Perfil Tributário";"Forma de arquisição";"Situação tributária";"Alíquota";"CSTICMS";"Origem da mercadoria";"CEST";"NVE";"Data de inclusão"
"683";"Produto";"Apenas consumo interno";"OUTROS";"KAVO BURS";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"14,00";"0,00";"10";"";"";"";"";"";"";"";"";"";"24/07/2024 08:13:24"
"687";"Produto";"Apenas consumo interno";"OUTROS";"KIT DE ALICATES";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"30,00";"0,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 08:28:25"
"1025";"Kit";"Apenas venda";"Cirurgias";"KIT DESCARTÁVEIS CIRURGIAS PEQUENOS ANIMAIS";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"196,89";"";"";"";"";"";"";"";"";"";"";"05/02/2025 13:44:44"
"1002";"Produto";"Apenas consumo interno";"LABORATÓRIO";"KIT P/ COLORAÇÃO DE GRAM 4x500mL";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"97,00";"0,00";"2";"2025-05-31";"";"";"";"";"";"";"";"";"09/10/2024 11:23:21"
"593";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LACTATO ENZIMÁTICO LIQUIFORM";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"143,00";"0,00";"1";"2025-10-31";"";"";"";"";"";"";"";"";"30/04/2024 08:38:37"
"1019";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"LACTOBACCAT DOAÇÃO";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"";"22/11/2024 10:23:40"
"607";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LACTOFENOL AZUL DE ALGODÃO";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"50,00";"0,00";"2";"2026-05-31";"";"";"";"";"";"";"";"";"30/04/2024 08:54:42"
"358";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LAMINA P/ BISTURI Nº11";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"0,40";"0,00";"109";"2026-05-31";"";"";"";"";"";"";"";"";"29/04/2024 08:51:29"
"359";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LAMINA P/ BISTURI Nº15";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"0,40";"0,00";"70";"2027-07-30";"";"";"";"";"";"";"";"";"29/04/2024 08:52:02"
"360";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LAMINA P/ BISTURI Nº20";"";"UN";"";"";"";"Não";"";"Sim";"5";"38";"";"";"0,45";"0,00";"129";"2025-10-31";"";"";"";"";"";"";"";"";"29/04/2024 08:52:49"
"361";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LAMINA P/ BISTURI Nº21";"";"UN";"";"";"";"Não";"";"Sim";"19";"148";"";"";"0,45";"0,00";"5";"2027-09-30";"";"";"";"";"";"";"";"";"29/04/2024 08:53:30"
"362";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LAMINA P/ BISTURI Nº22";"";"UN";"";"";"";"Não";"";"Sim";"6";"44";"";"";"0,35";"0,00";"54";"2027-09-30";"";"";"";"";"";"";"";"";"29/04/2024 08:54:00"
"363";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"LAMINA P/ BISTURI Nº24";"";"UN";"";"";"";"Não";"";"Sim";"22";"176";"";"";"0,50";"0,70";"91";"2027-12-31";"";"";"";"";"";"";"";"";"29/04/2024 08:55:13"
"594";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LAMINA P/ MICROSCOPIA FOSCA 26x76";"";"UN";"";"";"";"Não";"";"Sim";"2";"14";"";"";"15,00";"0,00";"24";"2027-02-28";"";"";"";"";"";"";"";"";"30/04/2024 08:40:04"
"595";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LAMINULA P/ MICROSCOPIA 24x24";"";"UN";"";"";"";"Não";"";"Sim";"1";"6";"";"";"4,47";"0,00";"13";"2026-12-31";"";"";"";"";"";"";"";"";"30/04/2024 08:41:57"
"972";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LAMINULA P/ MICROSCOPIA 24x50";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"9,15";"0,00";"5";"2028-12-31";"";"";"";"";"";"";"";"";"23/08/2024 15:34:17"
"1003";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LAMINULA P/ MICROSCOPIA 24x60";"";"UN";"";"";"";"Não";"";"Sim";"1";"4";"";"";"11,50";"0,00";"1";"";"";"";"";"";"";"";"";"";"09/10/2024 11:25:28"
"679";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LAMINULS 24x50";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"0,50";"0,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 08:02:11"
"725";"Serviço";"Venda e consumo interno";"Cirurgias";"LAPAROTOMIA EXPLORATÓRIA ATÉ 10 KG";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"600,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:02:27"
"726";"Serviço";"Venda e consumo interno";"Cirurgias";"LAPAROTOMIA EXPLORATÓRIA ENTRE 11 E 30 KG";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"700,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:02:57"
"758";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE PATOLOGIA - EXAME";"LAUDO DE NECROPSIA ESTÉTICA DE PEQUENOS ANIMAIS E SELVAGENS/EXÓTICOS";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"300,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 10:29:46"
"919";"Serviço";"Venda e consumo interno";"RAIO-X DE CÃES E GATOS";"LAUDO RADIOGRÁFICO DE RADIOGRAFIA RECEBIDA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"200,00";"";"";"";"";"";"";"";"";"";"";"31/07/2024 09:31:46"
"759";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE PATOLOGIA - EXAME";"LAUDO/ NECROPSIA DE GRANDES (ACIMA DE 300 Kg)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"200,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 10:30:47"
"16";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE PATOLOGIA - EXAME";"LAUDO/NECROPSIA DE GRANDES (ATÉ 300KG)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"150,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:41:59"
"15";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE PATOLOGIA - EXAME";"LAUDO/NECROPSIA DE PEQUENOS (ACIMA DE 40KG)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"120,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:41:28"
"20";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE PATOLOGIA - EXAME";"LAUDO/NECROPSIA PEQUENOS (ATÉ 40KG)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"100,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 14:44:48"
"274";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"LEITE DE MAGNÉSIA";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"25,00";"35,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 11:28:44"
"35";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"LEUCOGRAMA";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"15,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:30:45"
"251";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"LIDOCAINA C/ VASO 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,02";"0,03";"";"";"";"";"";"";"";"";"";"";"25/04/2024 10:36:46"
"252";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"LIDOCAINA S/ VASO 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"400";"3.200";"";"";"0,03";"0,05";"1.000";"2025-08-31";"";"";"";"";"";"";"";"";"25/04/2024 10:39:25"
"638";"Serviço";"Venda e consumo interno";"Procedimentos";"LIMPEZA DE FERIMENTO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"20,00";"";"";"";"";"";"";"";"";"";"";"10/05/2024 15:23:16"
"124";"Serviço";"Venda e consumo interno";"Procedimentos";"LIMPEZA DE MIIASE";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"20,00";"";"";"";"";"";"";"";"";"";"";"29/02/2024 14:27:15"
"54";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE ANÁLISES CLÍNICAS - EXAMES";"LIPASE";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"28,00";"";"";"";"";"";"";"";"";"";"";"30/01/2024 15:44:08"
"1004";"Produto";"Apenas consumo interno";"LABORATÓRIO";"LIPASE AUTOMAÇÃO LIQUIFORM";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"785,00";"0,00";"";"";"";"";"";"";"";"";"";"";"09/10/2024 11:26:34"
"364";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"LUVA ESTÉRIL 6,5";"";"UN";"";"";"";"Não";"";"Sim";"21";"164";"";"";"2,95";"4,13";"79";"2025-04-30";"";"";"";"";"";"";"";"";"29/04/2024 08:57:11"
"365";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"LUVA ESTÉRIL 7,0";"";"UN";"";"";"";"Não";"";"Sim";"18";"140";"";"";"1,10";"1,54";"86";"2026-02-28";"";"";"";"";"";"";"";"";"29/04/2024 08:57:52"
"366";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"LUVA ESTÉRIL 7,5";"";"UN";"";"";"";"Não";"";"Sim";"20";"158";"";"";"1,10";"1,54";"115";"2026-05-31";"";"";"";"";"";"";"";"";"29/04/2024 08:59:25"
"662";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"LUVA ESTÉRIL 8,0";"";"UN";"";"";"";"Não";"";"Sim";"7";"52";"";"";"1,10";"1,54";"74";"2026-10-31";"";"";"";"";"";"";"";"";"23/07/2024 15:54:55"
"390";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LUVA G";"";"UN";"";"";"";"Não";"";"Sim";"1";"8";"";"";"20,00";"0,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 09:50:43"
"389";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LUVA M";"";"UN";"";"";"";"Não";"";"Sim";"4";"28";"";"";"25,00";"0,00";"10";"2028-11-30";"";"";"";"";"";"";"";"";"29/04/2024 09:50:03"
"1026";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"LUVA M - UNIDADE";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,25";"0,00";"100";"2028-11-30";"";"";"";"";"";"";"";"";"06/02/2025 10:25:08"
"388";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LUVA P";"";"UN";"";"";"";"Não";"";"Sim";"3";"18";"";"";"30,00";"0,00";"30";"2028-11-30";"";"";"";"";"";"";"";"";"29/04/2024 09:47:00"
"391";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"LUVA PP";"";"UN";"";"";"";"Não";"";"Sim";"1";"6";"";"";"20,00";"0,00";"11";"2027-10-31";"";"";"";"";"";"";"";"";"29/04/2024 09:53:33"
"443";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"MAMADEIRA 2L";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"25,00";"35,00";"1";"";"";"";"";"";"";"";"";"";"29/04/2024 10:44:19"
"442";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"MAMAEIRA 300mL";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"20,00";"30,00";"3";"2026-10-31";"";"";"";"";"";"";"";"";"29/04/2024 10:43:29"
"1021";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"MAMMY DOG DOAÇÃO";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"";"22/11/2024 10:24:54"
"392";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"MANGUITO Nº1";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"3,00";"0,00";"3";"";"";"";"";"";"";"";"";"";"29/04/2024 09:56:34"
"393";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"MANGUITO Nº2";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"3,00";"0,00";"1";"";"";"";"";"";"";"";"";"";"29/04/2024 09:57:01"
"394";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"MANGUITO Nº3";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"3,00";"0,00";"3";"";"";"";"";"";"";"";"";"";"29/04/2024 09:57:35"
"395";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"MANGUITO Nº4";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"3,00";"0,00";"3";"";"";"";"";"";"";"";"";"";"29/04/2024 09:58:06"
"396";"Produto";"Apenas consumo interno";"DESCARTÁVEIS";"MANGUITO Nº5";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"3,00";"0,00";"3";"";"";"";"";"";"";"";"";"";"29/04/2024 09:58:32"
"457";"Produto";"Apenas consumo interno";"OUTROS";"MAQUINA DE TOSA";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"1.600,00";"0,00";"1";"";"";"";"";"";"";"";"";"";"29/04/2024 11:08:56"
"946";"Produto";"Apenas consumo interno";"LABORATÓRIO";"MARTELO P/ REFLEXO";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"60,00";"0,00";"1";"";"";"";"";"";"";"";"";"";"22/08/2024 14:59:10"
"460";"Produto";"Apenas consumo interno";"OUTROS";"MARTELO PLEXIMETRO";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"520,00";"0,00";"1";"";"";"";"";"";"";"";"";"";"29/04/2024 11:27:03"
"397";"Produto";"Venda e consumo interno";"DESCARTÁVEIS";"MÁSCARA CIRÚRGICA";"";"UN";"";"";"";"Não";"";"Sim";"3";"22";"";"";"25,00";"35,00";"6";"2027-12-31";"";"";"";"";"";"";"";"";"29/04/2024 09:59:34"
"88";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA PARCIAL PORTE GRANDE";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"800,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:15:30"
"87";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA PARCIAL PORTE MÉDIO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"600,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:11:12"
"86";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA PARCIAL PORTE PEQUENO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"400,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:10:44"
"733";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA RECONSTRUTIVA COM FLAP PORTE GRANDE";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.000,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:14:14"
"732";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA RECONSTRUTIVA COM FLAP PORTE MÉDIO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"800,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:13:47"
"731";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA RECONSTRUTIVA COM FLAP PORTE PEQUENO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"600,00";"";"";"";"";"";"";"";"";"";"";"24/07/2024 16:13:23"
"84";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA TOTAL DE PORQUE MÉDIO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.000,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:09:29"
"85";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA TOTAL PORTE GRANDE";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.200,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:10:05"
"83";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA TOTAL PORTE PEQUENO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"900,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:06:53"
"81";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA UNILATERAL DE PORTE MÉDIO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"700,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:05:30"
"82";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA UNILATERAL PORTE GRANDE";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"800,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:06:02"
"80";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS MAMÁRIAS";"MASTECTOMIA UNILATERAL PORTE PEQUENO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"600,00";"";"";"";"";"";"";"";"";"";"";"06/02/2024 09:05:03"
"461";"Produto";"Apenas consumo interno";"OUTROS";"MEDIDOR DE CETONA";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"220,00";"0,00";"1";"";"";"";"";"";"";"";"";"";"29/04/2024 11:28:32"
"219";"Produto";"Venda e consumo interno";"ANTIBIÓTICOS";"MEGACILIN PPU PLUS 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,02";"0,03";"";"";"";"";"";"";"";"";"";"";"24/04/2024 16:38:40"
"220";"Produto";"Venda e consumo interno";"ANTIBIÓTICOS";"MEGACILIN SUPER PLUS";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,13";"0,19";"";"";"";"";"";"";"";"";"";"";"24/04/2024 16:39:31"
"1011";"Produto";"Apenas consumo interno";"LABORATÓRIO";"MEIO DE CULTURA - TIPO MEIO DE TRANSPORTE STUART EM PO";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"790,00";"0,00";"1";"2028-04-30";"";"";"";"";"";"";"";"";"05/11/2024 11:11:47"
"132";"Produto";"Venda e consumo interno";"ANTI-INFLAMATÓRIO";"MELOXICAM - MAXICAM 0,2% - 0,1ml";"";"UN";"";"";"";"Sim";"";"Sim";"54";"426";"";"";"0,33";"0,47";"";"";"";"";"";"";"";"";"";"";"06/03/2024 15:11:45"
"196";"Produto";"Venda e consumo interno";"ANTI-INFLAMATÓRIO";"MELOXICAM - MAXICAM 2% 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"150";"1.200";"";"";"0,20";"0,30";"50";"2025-07-31";"";"";"";"";"";"";"";"";"24/04/2024 16:05:11"
"197";"Produto";"Venda e consumo interno";"ANTI-INFLAMATÓRIO";"MELOXICAM - MAXICAM 3% 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,24";"0,34";"";"";"";"";"";"";"";"";"";"";"24/04/2024 16:08:39"
"198";"Produto";"Venda e consumo interno";"ANTI-INFLAMATÓRIO";"MELOXICAM - MAXICAM GEL";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"85,00";"119,00";"";"";"";"";"";"";"";"";"";"";"24/04/2024 16:09:41"
"275";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"MERCEPTON ANTITÓXICO 1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,47";"0,66";"";"";"";"";"";"";"";"";"";"";"25/04/2024 11:30:48"
"253";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"METADONA AMPOLA";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"12,00";"17,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 10:40:38"
"221";"Produto";"Venda e consumo interno";"ANTIBIÓTICOS";"METRONIDAZOL";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"13,00";"20,00";"";"";"";"";"";"";"";"";"";"";"24/04/2024 16:40:23"
"611";"Produto";"Apenas consumo interno";"LABORATÓRIO";"MICROPIPETA AJUSTÁVEL 20-200uL";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"40,00";"0,00";"";"";"";"";"";"";"";"";"";"";"30/04/2024 09:03:53"
"254";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"MIDAZOLAN AMPOLA";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"5,00";"7,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 10:43:12"
"1017";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"MOD PLUS - TONICO REVIGORANTE 500mL";"";"UN";"";"";"";"Sim";"";"Sim";"1";"4";"";"";"87,50";"122,50";"";"";"";"";"";"";"";"";"";"";"08/11/2024 15:45:50"
"596";"Produto";"Apenas consumo interno";"LABORATÓRIO";"MOLDE P/ INCLUSÃO 30x24x5";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"35,00";"0,00";"10";"";"";"";"";"";"";"";"";"";"30/04/2024 08:44:46"
"186";"Produto";"Venda e consumo interno";"ANALGÉSICOS";"MORFINA AMPOLA";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"10,00";"14,00";"62";"2025-05-31";"";"";"";"";"";"";"";"";"23/04/2024 09:33:08"
"299";"Produto";"Venda e consumo interno";"ANTIPARASITÁRIOS";"MOXIDECTINA 1mL";"";"ML";"";"";"";"Sim";"";"Sim";"167";"1.334";"";"";"0,60";"0,84";"";"";"";"";"";"";"";"";"";"";"25/04/2024 15:11:52"
"597";"Produto";"Apenas consumo interno";"LABORATÓRIO";"NAVALHA P/ MICRÓTOMO - ALTO PERFIL";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"700,00";"0,00";"2";"2028-05-31";"";"";"";"";"";"";"";"";"30/04/2024 08:46:47"
"458";"Produto";"Apenas consumo interno";"OUTROS";"NEBULIZADOR SIMPLES";"";"UN";"";"";"";"Não";"";"Sim";"";"";"";"";"90,00";"0,00";"";"";"";"";"";"";"";"";"";"";"29/04/2024 11:24:14"
"757";"Serviço";"Venda e consumo interno";"LABORATÓRIO DE PATOLOGIA - EXAME";"NECROPSIA DE AVES DE PRODUÇÃO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"80,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 10:23:53"
"139";"Serviço";"Venda e consumo interno";"Procedimentos";"Neoplasia";"";"un";"";"";"";"Sim";"";"Não";"";"";"";"";"";"50,00";"";"";"";"";"";"";"";"";"";"";"15/03/2024 07:29:11"
"1016";"Produto";"Venda e consumo interno";"REPRODUÇÃO";"OCITOCINA FORTE UCB";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"12,50";"17,50";"500";"2025-09-30";"";"";"";"";"";"";"";"";"08/11/2024 15:42:14"
"459";"Produto";"Venda e consumo interno";"OUTROS";"OLEO MINERAL 100mL";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"0,10";"0,14";"200";"2025-06-30";"";"";"";"";"";"";"";"";"29/04/2024 11:25:09"
"261";"Produto";"Venda e consumo interno";"ANESTÉSICOS";"ONSIOR INJETÁVEL 0,1mL";"";"ML";"";"";"";"Sim";"";"Sim";"";"";"";"";"1,25";"1,80";"";"";"";"";"";"";"";"";"";"";"25/04/2024 10:55:42"
"279";"Produto";"Venda e consumo interno";"SUPLEMENTO VITAMÍNICO";"ORGANEW 500g";"";"UN";"";"";"";"Sim";"";"Sim";"";"";"";"";"60,00";"85,00";"";"";"";"";"";"";"";"";"";"";"25/04/2024 11:34:29"
"983";"Produto";"Venda e consumo interno";"Cirurgias";"ORQUIECTOMIA (EQUINO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"650,00";"";"";"";"";"";"";"";"";"";"";"25/09/2024 09:54:48"
"174";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - SISTEMA GENITAL MACHO";"ORQUIECTOMIA CÃO (PORTE GRANDE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"70,00";"";"";"";"";"";"";"";"";"";"";"11/04/2024 14:11:22"
"173";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - SISTEMA GENITAL MACHO";"ORQUIECTOMIA CÃO (PORTE MÉDIO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"60,00";"";"";"";"";"";"";"";"";"";"";"11/04/2024 14:07:20"
"172";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - SISTEMA GENITAL MACHO";"ORQUIECTOMIA CÃO (PORTE PEQUENO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"50,00";"";"";"";"";"";"";"";"";"";"";"11/04/2024 14:06:48"
"747";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - SISTEMA GENITAL MACHO";"ORQUIECTOMIA FELINO";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"50,00";"";"";"";"";"";"";"";"";"";"";"26/07/2024 08:47:38"
"165";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"OSTEOSSÍNTESE DE COSTELAS (PORTE GRANDE)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"1.000,00";"";"";"";"";"";"";"";"";"";"";"27/03/2024 15:56:42"
"164";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"OSTEOSSÍNTESE DE COSTELAS (PORTE MÉDIO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"700,00";"";"";"";"";"";"";"";"";"";"";"27/03/2024 15:56:20"
"163";"Serviço";"Venda e consumo interno";"PROCEDIMENTOS - CIRURGIAS DO SISTEMA ÓSSEO E ARTICULAR";"OSTEOSSÍNTESE DE COSTELAS (PORTE PEQUENO)";"";"UN";"";"";"";"Sim";"";"Não";"";"";"";"";"";"400,00";"";"";"";"";"";"";"";"";"";"";"27/03/2024 15:56:01"
